,Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
36,2017/4/23,168,1247609.13,45533,838408,2853,360815,312758,41885,6171.2,conventional,2017,NewYork
37,2017/4/16,176,1222890.71,38975,775310,4900,403705,339954,55760,7991.67,conventional,2017,NewYork
38,2017/4/9,175,1277721.97,37746,775730,2840,461406,407168,51165,3073.03,conventional,2017,NewYork
39,2017/4/2,174,1221327.78,36139,791416,4114,389659,340915,48527,216.67,conventional,2017,NewYork
40,2017/3/26,172,1154893.52,28450,717036,20182,389225,330935,49533,8756.94,conventional,2017,NewYork
41,2017/3/19,170,1155875.16,16705,737596,17545,384028,336742,40754,6531.94,conventional,2017,NewYork
42,2017/3/12,176,1163703.37,16829,755172,12532,379170,326854,49776,2540.28,conventional,2017,NewYork
43,2017/3/5,139,1465568.77,31240,1065009,34775,334545,297818,33380,3345.83,conventional,2017,NewYork
44,2017/2/26,155,1241381.61,37239,855650,7080,341412,269131,65872,6408.57,conventional,2017,NewYork
45,2017/2/19,128,1052132.16,107882,609206,6704,328339,286438,41374,527.2,conventional,2017,NewYork
46,2017/2/12,119,1955395.44,294591,1177334,13287,470183,400218,63416,6549.3,conventional,2017,NewYork
47,2017/2/5,124,2544483.08,172266,1744342,279630,348245,290464,50136,7645.18,conventional,2017,NewYork
48,2017/1/29,152,1270564.47,17845,816424,94446,341850,285574,51331,4944.89,conventional,2017,NewYork
49,2017/1/22,148,1721917.04,15652,1169601,206538,330127,288385,36338,5404.53,conventional,2017,NewYork
0,2017/12/31,131,3652549.7,235982,2537023,7413,872132,658154,213975,3.47,conventional,2017,Northeast
1,2017/12/24,137,3489057.04,186562,2247769,6301,1048426,887121,161277,27.8,conventional,2017,Northeast
2,2017/12/17,135,3504253.8,224383,2159906,10506,1109459,948844,160592,22.39,conventional,2017,Northeast
3,2017/12/10,117,5543004.84,235645,4168090,8055,1131215,960202,170987,25.83,conventional,2017,Northeast
4,2017/12/3,132,4030251,219287,2671616,6523,1132825,995470,137354,2,conventional,2017,Northeast
5,2017/11/26,137,3269460,208161,1937090,6919,1117290,820402,296888,0,conventional,2017,Northeast
6,2017/11/19,137,3680754,192312,2061116,7247,1420079,967838,452228,14,conventional,2017,Northeast
7,2017/11/12,135,3925104,234190,2638119,13068,1039727,869351,170377,0,conventional,2017,Northeast
8,2017/11/5,145,3492828.1,228843,1955087,5588,1303310,1078992,224224,93.99,conventional,2017,Northeast
9,2017/10/29,152,3430235.17,251453,2238785,6304,933693,768631,165041,20.66,conventional,2017,Northeast
10,2017/10/22,151,3380058.07,289343,2157328,6149,927237,838555,88679,3.44,conventional,2017,Northeast
11,2017/10/15,162,3251117.56,302669,2116241,6202,826005,703791,122214,0,conventional,2017,Northeast
12,2017/10/8,163,3065336.1,291047,1864723,6149,903418,736995,166422,0,conventional,2017,Northeast
13,2017/10/1,161,3438536.39,303877,2154493,6755,973412,795312,178100,0,conventional,2017,Northeast
14,2017/9/24,159,3424954.07,264820,2218374,6874,934886,781773,153032,81.24,conventional,2017,Northeast
15,2017/9/17,154,3350043.59,255828,2093753,5690,994773,824932,168244,1596.67,conventional,2017,Northeast
16,2017/9/10,161,3536857.97,264530,2267361,6495,998472,844250,130830,23392.22,conventional,2017,Northeast
17,2017/9/3,175,3330799.31,269503,2097278,6902,957116,822614,106630,27871.11,conventional,2017,Northeast
18,2017/8/27,170,3374546.02,246451,2076611,7303,1044181,892786,130587,20808.89,conventional,2017,Northeast
19,2017/8/20,168,3417507.87,233400,2072429,7950,1103729,912290,160576,30863.23,conventional,2017,Northeast
20,2017/8/13,149,4323440.02,235129,2842289,13706,1232317,1008009,194459,29848.9,conventional,2017,Northeast
21,2017/8/6,152,4132666.26,227867,2801740,14590,1088469,891867,165243,31358.91,conventional,2017,Northeast
22,2017/7/30,149,4018833.97,232618,2705083,15289,1065844,931973,119002,14869.39,conventional,2017,Northeast
23,2017/7/23,146,4222039.27,235859,2896880,22482,1066819,887134,149980,29704.5,conventional,2017,Northeast
24,2017/7/16,150,4180237.98,266663,2858829,30722,1024024,850086,138211,35726.67,conventional,2017,Northeast
25,2017/7/9,158,4406341.73,289590,2850917,25597,1240236,1034139,140036,66061.7,conventional,2017,Northeast
26,2017/7/2,163,4035234.26,242272,2580466,39315,1173182,762656,355666,54859.17,conventional,2017,Northeast
27,2017/6/25,154,4121661.3,232667,2909813,25224,953957,686928,215092,51936.29,conventional,2017,Northeast
28,2017/6/18,168,3945270.4,237157,2668420,20367,1019327,765706,209441,44179.84,conventional,2017,Northeast
29,2017/6/11,168,4060850.93,246827,2632017,13644,1168364,778716,350203,39445,conventional,2017,Northeast
30,2017/6/4,174,4096560.83,241585,2718513,12944,1123519,923264,179473,20781.39,conventional,2017,Northeast
31,2017/5/28,171,4529672.68,265254,2874936,14156,1375327,1067433,283132,24761.39,conventional,2017,Northeast
32,2017/5/21,166,4110305.09,302108,2678109,15193,1114896,951883,160311,2701.67,conventional,2017,Northeast
33,2017/5/14,167,4163120.72,235697,2525305,15248,1386872,1204976,162343,19552.78,conventional,2017,Northeast
34,2017/5/7,153,5262336.16,305719,3009077,22449,1925092,1272106,640106,12880.56,conventional,2017,Northeast
35,2017/4/30,160,4289149.75,286828,2806976,14226,1181120,986234,184172,10713.28,conventional,2017,Northeast
36,2017/4/23,159,3846196.3,244169,2440600,12332,1149096,892014,250892,6189.6,conventional,2017,Northeast
37,2017/4/16,165,4043204.76,222626,2576783,14147,1229648,1019860,200044,9744.44,conventional,2017,Northeast
38,2017/4/9,160,4313430.98,221283,2750988,12498,1328662,1082688,242674,3299.25,conventional,2017,Northeast
39,2017/4/2,162,3988654.48,235162,2529680,14491,1209320,967633,241471,216.67,conventional,2017,Northeast
40,2017/3/26,154,3977196.18,201606,2556561,35248,1183780,997168,176429,10183.33,conventional,2017,Northeast
41,2017/3/19,159,3768359.35,176542,2451289,30573,1109954,910786,192549,6620,conventional,2017,Northeast
42,2017/3/12,160,3779295.69,166068,2452508,28153,1132567,852503,276860,3204.17,conventional,2017,Northeast
43,2017/3/5,134,4468555.34,237802,3228539,63971,938243,877970,56848,3425,conventional,2017,Northeast
44,2017/2/26,143,3980574.14,206241,2790944,24709,958680,851836,100143,6700.79,conventional,2017,Northeast
45,2017/2/19,136,3526205.21,321067,2259558,21332,924248,848018,75165,1065.1,conventional,2017,Northeast
46,2017/2/12,119,5367769.78,736158,3387834,45052,1198725,1079130,111229,8366.36,conventional,2017,Northeast
47,2017/2/5,123,6724196.61,624600,4684187,375905,1039504,943596,84786,11122.91,conventional,2017,Northeast
48,2017/1/29,139,4155042.11,201045,2754051,131087,1068860,988168,73049,7642.6,conventional,2017,Northeast
49,2017/1/22,139,5007356.22,206779,3425748,319053,1055777,978886,68710,8180.92,conventional,2017,Northeast
50,2017/1/15,136,4250958.55,203359,2913734,96705,1037160,969744,64998,2418.13,conventional,2017,Northeast
51,2017/1/8,125,4691937.5,203756,3517891,29359,940931,882014,58724,193.59,conventional,2017,Northeast
52,2017/1/1,135,3513388.32,174843,2589316,39607,709623,659612,49533,478.61,conventional,2017,Northeast
0,2017/12/31,113,513318.77,12056,455795,1958,43510,16182,27329,0,conventional,2017,NorthernNewEngland
1,2017/12/24,136,347811.65,8585,251131,1335,86761,24295,62466,0,conventional,2017,NorthernNewEngland
2,2017/12/17,126,394608.36,8589,304319,2955,78746,18038,60708,0,conventional,2017,NorthernNewEngland
3,2017/12/10,129,364577.18,9450,265318,1318,88491,33221,55270,0,conventional,2017,NorthernNewEngland
4,2017/12/3,110,636106,15373,576981,1540,42212,20648,21564,0,conventional,2017,NorthernNewEngland
5,2017/11/26,141,270865,7679,210476,1350,51360,15877,35483,0,conventional,2017,NorthernNewEngland
6,2017/11/19,136,311603,8451,230533,1285,71335,16744,54591,0,conventional,2017,NorthernNewEngland
7,2017/11/12,101,681570,19108,588116,3876,70471,15795,54675,0,conventional,2017,NorthernNewEngland
8,2017/11/5,151,288593.62,9955,229668,1210,47761,18324,29437,0,conventional,2017,NorthernNewEngland
9,2017/10/29,150,304167.22,10155,237555,1308,55150,32793,22357,0,conventional,2017,NorthernNewEngland
10,2017/10/22,152,300976.46,12997,237666,1461,48852,25885,22967,0,conventional,2017,NorthernNewEngland
11,2017/10/15,158,298364.19,12295,244434,1566,40068,17241,22827,0,conventional,2017,NorthernNewEngland
12,2017/10/8,161,267322.07,13748,203354,1305,48916,14987,33929,0,conventional,2017,NorthernNewEngland
13,2017/10/1,164,290521.98,12238,217700,1441,59143,20376,38767,0,conventional,2017,NorthernNewEngland
14,2017/9/24,163,296892.52,10779,233287,1511,51316,13438,37878,0,conventional,2017,NorthernNewEngland
15,2017/9/17,159,281832.66,17182,213664,1190,49796,18884,30806,106.67,conventional,2017,NorthernNewEngland
16,2017/9/10,174,312541.08,23482,229060,1537,58463,19751,36066,2646.67,conventional,2017,NorthernNewEngland
17,2017/9/3,188,288210.32,24015,215287,1645,47263,16764,28133,2366.67,conventional,2017,NorthernNewEngland
18,2017/8/27,183,277558.13,11730,202014,1678,62137,19695,41492,950,conventional,2017,NorthernNewEngland
19,2017/8/20,182,322962.89,5633,242366,2442,72523,22942,46084,3496.67,conventional,2017,NorthernNewEngland
20,2017/8/13,124,554390.58,8994,476885,5005,63506,19689,39174,4643.33,conventional,2017,NorthernNewEngland
21,2017/8/6,159,462412.85,7918,369483,4704,80308,22062,55253,2993.33,conventional,2017,NorthernNewEngland
22,2017/7/30,155,412937.73,7321,340884,4313,60420,18261,40432,1726.67,conventional,2017,NorthernNewEngland
23,2017/7/23,138,464876.48,7288,387463,6472,63653,10485,49642,3526.67,conventional,2017,NorthernNewEngland
24,2017/7/16,139,490940.46,12060,404810,11916,62154,12581,46561,3012.23,conventional,2017,NorthernNewEngland
25,2017/7/9,148,486214.04,12466,397668,11923,64157,22095,36857,5205,conventional,2017,NorthernNewEngland
26,2017/7/2,157,432564.12,9384,330212,22416,70552,29585,36241,4725,conventional,2017,NorthernNewEngland
27,2017/6/25,162,359321.55,8947,270963,13005,66407,28816,33801,3790,conventional,2017,NorthernNewEngland
28,2017/6/18,152,420089.07,9653,327625,7456,75355,31581,40114,3660,conventional,2017,NorthernNewEngland
29,2017/6/11,162,406486.08,9492,326673,2469,67853,26941,37009,3903.33,conventional,2017,NorthernNewEngland
30,2017/6/4,166,401637.7,8209,322244,2108,69077,31580,36385,1111.67,conventional,2017,NorthernNewEngland
31,2017/5/28,166,445049.68,10552,357297,2336,74864,41798,32253,813.33,conventional,2017,NorthernNewEngland
32,2017/5/21,154,393289.53,10135,314677,2189,66289,34182,32016,90,conventional,2017,NorthernNewEngland
33,2017/5/14,153,391189.88,7560,295164,2629,85838,41686,44152,0,conventional,2017,NorthernNewEngland
34,2017/5/7,123,544200.61,8809,334984,4090,196316,41452,154825,38.89,conventional,2017,NorthernNewEngland
35,2017/4/30,139,407790.12,9127,296828,1940,99896,41352,58543,0,conventional,2017,NorthernNewEngland
36,2017/4/23,138,404739.65,12604,255971,2245,133920,41763,92157,0,conventional,2017,NorthernNewEngland
37,2017/4/16,146,417480.41,11163,314450,2271,89596,45791,43804,0,conventional,2017,NorthernNewEngland
38,2017/4/9,133,515775.3,14321,418278,2325,80852,50868,29982,2.22,conventional,2017,NorthernNewEngland
39,2017/4/2,145,422201.67,12862,298462,2601,108277,36643,71634,0,conventional,2017,NorthernNewEngland
40,2017/3/26,138,416769.78,10552,299053,2432,104733,43815,60380,537.5,conventional,2017,NorthernNewEngland
41,2017/3/19,143,380612.68,7926,267013,2512,103161,45011,58150,0,conventional,2017,NorthernNewEngland
42,2017/3/12,141,397861.17,8863,272806,2791,113402,27189,86213,0,conventional,2017,NorthernNewEngland
43,2017/3/5,138,384828.85,9418,318711,4245,52455,52455,0,0,conventional,2017,NorthernNewEngland
44,2017/2/26,125,434201.49,9612,363052,5133,56405,56405,0,0,conventional,2017,NorthernNewEngland
45,2017/2/19,137,375322.2,8811,295893,3364,67254,67250,4,0,conventional,2017,NorthernNewEngland
46,2017/2/12,113,501364.8,13508,424253,7549,56055,56051,4,0,conventional,2017,NorthernNewEngland
47,2017/2/5,113,701706,23160,625037,4984,48524,48524,0,0,conventional,2017,NorthernNewEngland
48,2017/1/29,121,423387.02,15901,348629,3634,55222,55222,0,0,conventional,2017,NorthernNewEngland
49,2017/1/22,117,502345.31,16607,421569,9378,54792,54789,3,0,conventional,2017,NorthernNewEngland
50,2017/1/15,125,421262.96,13398,330248,6370,71247,71247,0,0,conventional,2017,NorthernNewEngland
51,2017/1/8,119,425000.71,13448,348812,5518,57223,57223,0,0,conventional,2017,NorthernNewEngland
52,2017/1/1,111,476239.03,20667,414792,3313,37466,37466,0,0,conventional,2017,NorthernNewEngland
0,2017/12/31,116,461913.85,314324,38867,665,108057,56521,51536,0,conventional,2017,Orlando
1,2017/12/24,139,292291.1,178470,21232,780,91809,60988,30821,0,conventional,2017,Orlando
2,2017/12/17,101,381303.71,248831,30567,865,101040,56490,44550,0,conventional,2017,Orlando
3,2017/12/10,102,424938.5,267852,33749,892,122445,63079,59365,0,conventional,2017,Orlando
4,2017/12/3,131,318626,202974,23478,987,91187,60278,30905,3,conventional,2017,Orlando
5,2017/11/26,140,272367,171834,19833,645,80056,56566,23490,0,conventional,2017,Orlando
6,2017/11/19,120,349206,212316,27720,907,108263,63245,45015,3,conventional,2017,Orlando
7,2017/11/12,138,330006,203135,24511,902,101458,80933,20525,0,conventional,2017,Orlando
8,2017/11/5,148,290421.2,185134,22656,698,81933,54668,27266,0,conventional,2017,Orlando
9,2017/10/29,122,399421.97,257257,33772,570,107823,77036,30787,0,conventional,2017,Orlando
10,2017/10/22,156,328326.17,214853,27481,613,85378,50445,34933,0,conventional,2017,Orlando
11,2017/10/15,174,288581.65,176623,22938,94,88926,58000,30926,0,conventional,2017,Orlando
12,2017/10/8,185,304863.13,195935,23473,51,85404,63300,22105,0,conventional,2017,Orlando
13,2017/10/1,200,262601.79,166612,29617,15,66357,42497,23857,3.33,conventional,2017,Orlando
14,2017/9/24,183,263801.67,172558,22852,114,68278,39068,29207,3.33,conventional,2017,Orlando
15,2017/9/17,176,271882.04,181121,30283,64,60414,16155,44256,3.33,conventional,2017,Orlando
16,2017/9/10,170,253627.92,159142,19370,699,74418,49006,22215,3196.67,conventional,2017,Orlando
17,2017/9/3,180,295896.59,189268,26201,654,79774,58009,19778,1986.67,conventional,2017,Orlando
18,2017/8/27,157,296756.62,189042,27713,101,79900,46810,27371,5718.89,conventional,2017,Orlando
19,2017/8/20,157,297964.43,191383,28989,55,77537,37834,33853,5850,conventional,2017,Orlando
20,2017/8/13,144,363916.69,227667,38433,167,97649,41568,47375,8706.67,conventional,2017,Orlando
21,2017/8/6,141,326355.84,209093,34123,147,82992,44906,31827,6258.89,conventional,2017,Orlando
22,2017/7/30,140,321422.84,208381,32846,204,79992,46344,29288,4360,conventional,2017,Orlando
23,2017/7/23,138,361733.69,237300,33319,197,90918,48111,36664,6142.22,conventional,2017,Orlando
24,2017/7/16,142,331752.25,202250,34025,218,95259,51403,36936,6920,conventional,2017,Orlando
25,2017/7/9,140,343076.46,207541,33999,126,101410,58275,31960,11175.28,conventional,2017,Orlando
26,2017/7/2,140,414176.6,247137,50255,190,116594,61248,45106,10240,conventional,2017,Orlando
27,2017/6/25,135,376407.55,230886,38375,95,107051,60122,40834,6095,conventional,2017,Orlando
28,2017/6/18,140,339228.04,215668,32674,116,90769,49398,34066,7305,conventional,2017,Orlando
29,2017/6/11,141,401365.48,246114,41216,62,113974,61633,46131,6210,conventional,2017,Orlando
30,2017/6/4,141,400425.73,250524,40813,48,109041,59333,48034,1673.61,conventional,2017,Orlando
31,2017/5/28,140,381490.67,238131,39531,75,103754,71721,31992,40.28,conventional,2017,Orlando
32,2017/5/21,141,357405.82,225241,38535,103,93526,60658,32650,218.06,conventional,2017,Orlando
33,2017/5/14,142,322189.66,203336,33864,77,84913,60404,24508,0,conventional,2017,Orlando
34,2017/5/7,117,529138.31,340439,66962,99,121639,67553,54086,0,conventional,2017,Orlando
35,2017/4/30,124,479827.89,312135,64373,48,103272,53233,50040,0,conventional,2017,Orlando
36,2017/4/23,144,345971.78,220178,41901,59,83833,57366,26468,0,conventional,2017,Orlando
37,2017/4/16,147,305796.3,181940,38375,32,85450,49866,35584,0,conventional,2017,Orlando
38,2017/4/9,149,311220.15,189598,39854,49,81719,46130,35589,0,conventional,2017,Orlando
39,2017/4/2,159,297788.72,179140,38060,60,80529,45744,34620,164.44,conventional,2017,Orlando
40,2017/3/26,162,281795.07,164358,38334,88,79015,44650,34365,0,conventional,2017,Orlando
41,2017/3/19,153,287195.89,160686,38524,47,87938,56308,31630,0,conventional,2017,Orlando
42,2017/3/12,152,290011,163533,41183,75,85220,51987,33232,0,conventional,2017,Orlando
43,2017/3/5,155,270877.61,159002,39733,36,72106,41112,30994,0,conventional,2017,Orlando
44,2017/2/26,125,307685.6,172780,46593,71,88242,53502,34737,3.33,conventional,2017,Orlando
45,2017/2/19,126,262109.86,149730,40603,58,71717,40952,30721,44.44,conventional,2017,Orlando
46,2017/2/12,95,430096.94,242213,81698,264,105922,48557,57365,0,conventional,2017,Orlando
47,2017/2/5,85,711200.33,362670,151155,308,197068,94811,101427,830.56,conventional,2017,Orlando
48,2017/1/29,124,364048.79,153528,72366,196,137958,70535,67423,0,conventional,2017,Orlando
49,2017/1/22,100,481274,167213,125194,179,188688,66571,121936,180.56,conventional,2017,Orlando
50,2017/1/15,127,356960.5,148501,72248,175,136037,69129,66908,0,conventional,2017,Orlando
51,2017/1/8,128,301768.99,118255,62039,117,121358,65682,55671,5,conventional,2017,Orlando
52,2017/1/1,95,447083.97,166582,110284,152,170066,61681,108385,0,conventional,2017,Orlando
0,2017/12/31,135,334783.58,17239,210751,276,106517,79091,27426,0,conventional,2017,Philadelphia
1,2017/12/24,134,379421.96,17277,226538,473,135134,116973,18162,0,conventional,2017,Philadelphia
2,2017/12/17,143,344203.81,17555,195308,131,131210,114736,16471,2.81,conventional,2017,Philadelphia
3,2017/12/10,123,575854.08,23492,418502,519,133341,113065,20277,0,conventional,2017,Philadelphia
4,2017/12/3,135,379540,20978,209391,293,148879,128086,20793,0,conventional,2017,Philadelphia
5,2017/11/26,138,337065,17523,172416,269,146857,118548,28309,0,conventional,2017,Philadelphia
6,2017/11/19,134,384115,22293,175118,402,186302,131913,54389,0,conventional,2017,Philadelphia
7,2017/11/12,145,356528,28196,195219,203,132910,108280,24629,0,conventional,2017,Philadelphia
8,2017/11/5,140,384628.71,38007,174069,181,172371,141563,30808,0,conventional,2017,Philadelphia
9,2017/10/29,153,367260.68,40321,209092,274,117573,111580,5987,5.93,conventional,2017,Philadelphia
10,2017/10/22,153,376196.84,39322,201632,289,134953,122294,12660,0,conventional,2017,Philadelphia
11,2017/10/15,164,368965.61,44235,197307,235,127188,110632,16556,0,conventional,2017,Philadelphia
12,2017/10/8,167,331169.67,43190,163922,337,123721,117136,6584,0,conventional,2017,Philadelphia
13,2017/10/1,162,389987.92,45811,195759,255,148162,133321,14841,0,conventional,2017,Philadelphia
14,2017/9/24,158,383655.09,47745,204123,396,131391,121156,10231,4.45,conventional,2017,Philadelphia
15,2017/9/17,154,366239.72,41948,195393,132,128767,114990,13754,23.33,conventional,2017,Philadelphia
16,2017/9/10,154,358609.19,49621,185295,179,123513,116230,4684,2600,conventional,2017,Philadelphia
17,2017/9/3,170,363905.02,46297,199035,223,118351,111664,4431,2255.55,conventional,2017,Philadelphia
18,2017/8/27,168,370286.98,45069,196137,604,128478,117021,11204,252.23,conventional,2017,Philadelphia
19,2017/8/20,164,368098.13,41522,188024,1050,137502,118792,16327,2383.33,conventional,2017,Philadelphia
20,2017/8/13,154,385890.89,37777,200247,683,147184,126570,18466,2148.11,conventional,2017,Philadelphia
21,2017/8/6,148,382653.13,33709,225677,1472,121795,107142,12273,2380,conventional,2017,Philadelphia
22,2017/7/30,147,404029.77,36123,238812,1344,127751,117153,9611,986.95,conventional,2017,Philadelphia
23,2017/7/23,147,393360.73,35968,227601,415,129377,117089,10184,2103.33,conventional,2017,Philadelphia
24,2017/7/16,151,381469.09,42039,224290,513,114627,105159,6522,2945.56,conventional,2017,Philadelphia
25,2017/7/9,159,406120.55,44523,225552,495,135551,111684,18001,5866.67,conventional,2017,Philadelphia
26,2017/7/2,168,365488.32,38790,196154,582,129962,93673,31593,4696.67,conventional,2017,Philadelphia
27,2017/6/25,150,422231.87,40403,268986,632,112210,89626,17873,4711.67,conventional,2017,Philadelphia
28,2017/6/18,175,380239.79,41178,219694,586,118782,95067,20865,2850,conventional,2017,Philadelphia
29,2017/6/11,173,379927.26,38043,205770,621,135494,101707,31846,1940.56,conventional,2017,Philadelphia
30,2017/6/4,180,394307.04,38390,221022,644,134251,118507,15416,327.5,conventional,2017,Philadelphia
31,2017/5/28,174,432742.98,41077,232834,663,158169,130634,27089,445.83,conventional,2017,Philadelphia
32,2017/5/21,175,385075.85,39609,214417,620,130429,118137,12100,191.67,conventional,2017,Philadelphia
33,2017/5/14,175,387975.97,38510,194670,537,154260,142282,11346,631.94,conventional,2017,Philadelphia
34,2017/5/7,166,491356.56,42673,249543,919,198221,155183,42203,834.72,conventional,2017,Philadelphia
35,2017/4/30,178,386907.3,36817,222850,493,126746,119346,7306,94.71,conventional,2017,Philadelphia
36,2017/4/23,166,363689.09,34158,208135,416,120980,105813,15167,0,conventional,2017,Philadelphia
37,2017/4/16,174,390396.69,31877,220756,406,137357,120677,16681,0,conventional,2017,Philadelphia
38,2017/4/9,170,398600.32,30725,213528,566,153781,143054,10506,220.83,conventional,2017,Philadelphia
39,2017/4/2,168,385731.38,30717,208155,758,146101,138280,7821,0,conventional,2017,Philadelphia
40,2017/3/26,166,379956.99,24692,219077,2819,133369,124540,8829,0,conventional,2017,Philadelphia
41,2017/3/19,166,373158.66,16003,220282,3441,133432,119317,14115,0,conventional,2017,Philadelphia
42,2017/3/12,174,377616.35,16962,230011,6116,124527,112098,12055,375,conventional,2017,Philadelphia
43,2017/3/5,148,409950.45,15629,245418,13667,135236,130174,5062,0,conventional,2017,Philadelphia
44,2017/2/26,149,411014.79,18064,251741,2094,139116,122477,16639,0,conventional,2017,Philadelphia
45,2017/2/19,137,369284.51,29184,205018,1023,134060,125902,7863,294.82,conventional,2017,Philadelphia
46,2017/2/12,119,572219.25,69861,269592,3923,228843,208811,19338,694.73,conventional,2017,Philadelphia
47,2017/2/5,128,645655.16,77182,383060,58042,127371,111889,13700,1781.64,conventional,2017,Philadelphia
48,2017/1/29,148,421316.65,27674,248553,20098,124991,114419,10029,543.78,conventional,2017,Philadelphia
49,2017/1/22,151,489345.23,18201,287008,58242,125894,114959,9387,1547.58,conventional,2017,Philadelphia
50,2017/1/15,144,435740.48,16847,282240,8983,127670,118443,9006,220.8,conventional,2017,Philadelphia
51,2017/1/8,139,435745.77,16210,298758,1201,119577,111626,7753,198.09,conventional,2017,Philadelphia
52,2017/1/1,140,321941.32,12767,217448,3090,88636,83429,5163,43.83,conventional,2017,Philadelphia
0,2017/12/31,75,986474.74,422070,283041,12416,268948,173099,93946,1903.33,conventional,2017,PhoenixTucson
1,2017/12/24,75,1006477.79,488446,176311,14450,327270,230660,93117,3493.33,conventional,2017,PhoenixTucson
2,2017/12/17,70,1031887.79,508369,216818,8575,298125,207681,86442,4003.33,conventional,2017,PhoenixTucson
3,2017/12/10,64,1222641.23,731584,200595,10238,280224,199485,77063,3676.66,conventional,2017,PhoenixTucson
4,2017/12/3,72,1135877,678640,215949,10981,230306,156307,70637,3362,conventional,2017,PhoenixTucson
5,2017/11/26,77,929825,529091,181823,10223,208688,133534,72473,2681,conventional,2017,PhoenixTucson
6,2017/11/19,60,1427367,953957,202003,10913,260494,117939,139564,2991,conventional,2017,PhoenixTucson
7,2017/11/12,72,1248721,691378,271700,10123,275520,166855,106780,1886,conventional,2017,PhoenixTucson
8,2017/11/5,79,1208035.4,555816,227846,9212,415161,330741,81893,2526.67,conventional,2017,PhoenixTucson
9,2017/10/29,98,866137.35,368643,273118,7337,217039,145789,69622,1627.78,conventional,2017,PhoenixTucson
10,2017/10/22,104,809603.25,352330,241655,3879,211739,170613,41123,3.33,conventional,2017,PhoenixTucson
11,2017/10/15,117,776108.23,338242,217039,2635,218193,168675,49517,1.11,conventional,2017,PhoenixTucson
12,2017/10/8,128,713847.15,334851,146163,2098,230736,183527,47192,16.67,conventional,2017,PhoenixTucson
13,2017/10/1,131,666472.86,289195,153392,2561,221324,184421,36823,80,conventional,2017,PhoenixTucson
14,2017/9/24,124,685443.39,337495,155471,2333,190144,132494,57633,17.77,conventional,2017,PhoenixTucson
15,2017/9/17,122,731289.23,375756,152686,2172,200675,139237,61434,3.33,conventional,2017,PhoenixTucson
16,2017/9/10,120,727628.13,397475,129503,3442,197208,141600,55190,417.78,conventional,2017,PhoenixTucson
17,2017/9/3,120,727912.24,407082,136998,5006,178827,109255,66904,2667.78,conventional,2017,PhoenixTucson
18,2017/8/27,118,715349.6,378233,125820,10405,200892,144420,50197,6275.56,conventional,2017,PhoenixTucson
19,2017/8/20,114,773947.25,404666,127106,12551,229624,152308,72488,4827.78,conventional,2017,PhoenixTucson
20,2017/8/13,101,940390.93,458381,178230,12192,291587,178803,109114,3670,conventional,2017,PhoenixTucson
21,2017/8/6,94,974933.36,493643,198504,11503,271284,166107,101493,3684.44,conventional,2017,PhoenixTucson
22,2017/7/30,96,930918.01,482854,163669,12228,272166,160063,109658,2445.55,conventional,2017,PhoenixTucson
23,2017/7/23,89,1072590.2,540132,267082,12299,253077,148179,104409,488.89,conventional,2017,PhoenixTucson
24,2017/7/16,92,973521.7,499392,211064,12356,250710,141157,108850,703.33,conventional,2017,PhoenixTucson
25,2017/7/9,75,1347858.68,568224,232289,12867,534479,321383,213096,0,conventional,2017,PhoenixTucson
26,2017/7/2,77,1224659.64,551528,185312,14894,472926,276704,195839,383.33,conventional,2017,PhoenixTucson
27,2017/6/25,77,1197422.34,551529,184895,12892,448106,239584,207048,1473.61,conventional,2017,PhoenixTucson
28,2017/6/18,70,1326697.78,592933,295320,12531,425914,235981,189932,0,conventional,2017,PhoenixTucson
29,2017/6/11,68,1417604.32,786719,187402,14151,429333,235639,193694,0,conventional,2017,PhoenixTucson
30,2017/6/4,76,1228049.22,575382,178626,14893,459148,251110,207645,393.06,conventional,2017,PhoenixTucson
31,2017/5/28,81,1177093.03,535029,206991,17175,417898,211188,205430,1279.17,conventional,2017,PhoenixTucson
32,2017/5/21,74,1163735.54,511917,268221,14020,369577,193930,175111,536.11,conventional,2017,PhoenixTucson
33,2017/5/14,69,1297119.2,612625,239025,14940,430529,275376,154056,1097.22,conventional,2017,PhoenixTucson
34,2017/5/7,65,1546765.68,813991,282110,16945,433720,213851,219721,148.61,conventional,2017,PhoenixTucson
35,2017/4/30,75,1080538.36,480904,236525,13570,349539,128891,220515,133.33,conventional,2017,PhoenixTucson
36,2017/4/23,70,1197854.72,544508,243225,17245,392877,128243,263385,1248.61,conventional,2017,PhoenixTucson
37,2017/4/16,73,1255293.53,621533,193885,19436,420440,227062,193283,95,conventional,2017,PhoenixTucson
38,2017/4/9,65,1264239.57,707466,220405,18966,317402,145355,171729,318.06,conventional,2017,PhoenixTucson
39,2017/4/2,67,1315020.28,692107,190494,20666,411753,213105,197108,1540.28,conventional,2017,PhoenixTucson
40,2017/3/26,57,1607936.05,990505,203409,20131,393892,219158,174185,548.61,conventional,2017,PhoenixTucson
41,2017/3/19,68,1241284.04,598359,205007,19620,418298,229270,188398,630.56,conventional,2017,PhoenixTucson
42,2017/3/12,65,1264592.26,714431,176679,18778,354704,240361,113410,933.33,conventional,2017,PhoenixTucson
